project,street,marketSegment,area,floorRange,noOfUnits,contractDate,typeOfSale,price,propertyType,district,typeOfArea,tenure,x,y,nettPrice
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,226,01-05,1,1221,3,4100000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,01-05,1,1221,3,1550000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,118,01-05,1,0921,3,1785000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,195,01-05,1,0921,3,3800000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,113,01-05,1,1021,3,2140000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,126,06-10,1,1221,3,2400000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,124,01-05,1,1221,3,2100000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,124,01-05,1,0921,3,2280000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,212,01-05,1,0921,3,3100000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,240,06-10,1,0821,3,2775000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,126,06-10,1,1121,3,2280000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,118,06-10,1,1221,3,2360000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,329,01-05,1,1021,3,4130000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,78,06-10,1,0921,3,1500000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,119,06-10,1,0921,3,2320000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,01-05,1,0821,3,1520000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,78,06-10,1,1221,3,1550000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,202,06-10,1,0921,3,2600000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,112,01-05,1,0222,3,2143000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,119,01-05,1,1221,3,2288000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,113,06-10,1,0422,3,2300000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,06-10,1,0622,3,1550000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,240,06-10,1,0722,3,3100000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,119,06-10,1,0322,3,2090000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,118,06-10,1,0722,3,2290000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,122,06-10,1,0422,3,2310000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,114,06-10,1,0322,3,2250000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,119,01-05,1,0722,3,2222000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,126,06-10,1,0822,3,2520000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,113,01-05,1,0322,3,2150000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,114,01-05,1,0222,3,2220000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,153,01-05,1,0722,3,3000000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,329,01-05,1,0522,3,4600000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,01-05,1,0622,3,1560000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,252,01-05,1,0522,3,4300000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,01-05,1,0522,3,1560000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,112,01-05,1,0722,3,2190000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,298,06-10,1,0422,3,3950000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,06-10,1,0422,3,1600000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,152,01-05,1,0122,3,2970000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,100,01-05,1,1022,3,1700000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,01-05,1,1022,3,1580000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,119,01-05,1,0223,3,2300000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,01-05,1,0223,3,1645000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,84,06-10,1,0323,3,1800000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,152,01-05,1,1222,3,3000000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,84,06-10,1,1222,3,1755000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,126,06-10,1,1022,3,2500000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,124,01-05,1,0323,3,2675000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,01-05,1,0123,3,1645000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,81,01-05,1,0922,3,1618000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,119,01-05,1,1222,3,2290000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,113,01-05,1,1222,3,2160000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,01-05,1,0423,3,1670000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,240,06-10,1,0123,3,3128888,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,240,06-10,1,0822,3,3075000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,124,01-05,1,0123,3,2538000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,124,06-10,1,0922,3,2450000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,122,06-10,1,0223,3,2370000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,01-05,1,0223,3,1588000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,124,01-05,1,0223,3,2530000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,78,06-10,1,0123,3,1628000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,114,01-05,1,0123,3,2270000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,153,01-05,1,0523,3,3000000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,01-05,1,0523,3,1680000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,81,01-05,1,0523,3,1600000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,84,06-10,1,0323,3,1755000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,119,06-10,1,0523,3,2315000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,119,01-05,1,0823,3,2318000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,124,01-05,1,0724,3,2570000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,82,01-05,1,1023,3,1730000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,240,06-10,1,0924,3,3400000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,116,01-05,1,0524,3,2450000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,124,06-10,1,0424,3,2620000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,114,06-10,1,0823,3,2228000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,126,06-10,1,0924,3,2600000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,253,01-05,1,0924,3,4850000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,126,06-10,1,0324,3,2548888,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,06-10,1,0823,3,1640000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,112,01-05,1,0724,3,2350000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,81,01-05,1,1223,3,1680000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,113,06-10,1,1024,3,2400000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,06-10,1,0124,3,1860000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,114,01-05,1,0324,3,2280000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,78,01-05,1,0824,3,1750000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,84,06-10,1,0424,3,1780000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,114,06-10,1,0924,3,2300000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,105,01-05,1,0524,3,1750000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,78,06-10,1,0724,3,1700000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,153,01-05,1,0824,3,2900000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,118,06-10,1,0724,3,2368000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,126,06-10,1,1123,3,2508600,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,153,06-10,1,1024,3,2950000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,119,06-10,1,0124,3,2200000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,124,01-05,1,0524,3,2450000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,106,01-05,1,0124,3,1910000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,105,01-05,1,0624,3,1950000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,114,01-05,1,0224,3,2260000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,01-05,1,0624,3,1728880,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,01-05,1,0624,3,1795000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,06-10,1,0324,3,1780000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,119,01-05,1,0324,3,2308888,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,126,06-10,1,0324,3,2550000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,195,01-05,1,0224,3,3600000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,250,01-05,1,1224,3,4200000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,124,01-05,1,1223,3,2400000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,126,01-05,1,0823,3,2270000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,202,06-10,1,1024,3,3000000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,240,06-10,1,1223,3,3150000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,126,06-10,1,1124,3,2591000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,84,06-10,1,1124,3,1750000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,01-05,1,1124,3,1680000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,153,06-10,1,1124,3,3150000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,114,06-10,1,0924,3,2300000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,432,06-10,1,0925,3,5700000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,119,06-10,1,0825,3,2450000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,193,01-05,1,0825,3,4000000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,212,01-05,1,0425,3,3310000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,114,06-10,1,1224,3,2320000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,113,06-10,1,0725,3,2400000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,126,06-10,1,0425,3,2650000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,157,06-10,1,0225,3,3110000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,84,06-10,1,0825,3,1700000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,112,01-05,1,0125,3,2360000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,124,01-05,1,1025,3,2720000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,114,01-05,1,1025,3,2450000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,112,06-10,1,0925,3,2400000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,116,01-05,1,1225,3,2420000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,136,01-05,1,0725,3,2650000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,212,01-05,1,0226,3,3480000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,126,06-10,1,0126,3,2680000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,119,06-10,1,0125,3,2380000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,128,01-05,1,0425,3,2600000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,226,01-05,1,1225,3,5008888,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,119,01-05,1,0425,3,2320000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,78,06-10,1,0126,3,1700000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,118,06-10,1,0126,3,2380000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,152,01-05,1,0825,3,3200000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,83,06-10,1,0625,3,1760000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,174,01-05,1,0825,3,3800000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,114,01-05,1,0225,3,2520000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,78,06-10,1,0225,3,1820000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,112,06-10,1,0425,3,2418888,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,RCR,298,06-10,1,0225,3,3980000,Condominium,04,Strata,99 yrs lease commencing from 1999,25917.2871,27763.86233,
